X,Y,cartodb_id,province,municipali
-4.00278798106014,40.5772692111999,854,Madrid,Galapagar
-3.96219081701012,40.4904243320999,855,Madrid,Villanueva del Pardillo
-3.72615044385003,40.3736907641,856,Madrid,Madrid
-3.67478746365002,40.4337935962,857,Madrid,Madrid
-3.64706590493001,40.5496472563,858,Madrid,Alcobendas
-3.84148837541006,40.3473468497,859,Madrid,Alcorcón
-3.86330702813007,40.461475339,860,Madrid,Majadahonda
-3.86330702813007,40.461475339,861,Madrid,Majadahonda
-3.86330702813007,40.461475339,862,Madrid,Majadahonda
-3.86330702813007,40.461475339,863,Madrid,Majadahonda
-3.86330702813007,40.461475339,864,Madrid,Majadahonda
-3.87292648864007,40.3216001561,865,Madrid,Móstoles
-3.87292648864007,40.3216001561,866,Madrid,Móstoles
-3.86405245650007,40.3332884962,867,Madrid,Móstoles
-3.82443135068005,40.3312930666,868,Madrid,Alcorcón
-3.82978964176005,40.3307265763,869,Madrid,Alcorcón
-3.82606073248005,40.3307532514,870,Madrid,Alcorcón
-3.86364886945007,40.325656589,871,Madrid,Móstoles
-3.86364886945007,40.325656589,872,Madrid,Móstoles
-3.86948777833007,40.4769735994999,873,Madrid,Majadahonda
-3.86536625442007,40.3285986501,874,Madrid,Móstoles
-3.86453782635007,40.328728645,875,Madrid,Móstoles
-3.86419987886007,40.3253516924,876,Madrid,Móstoles
-3.86536625442007,40.3285986501,877,Madrid,Móstoles
-3.86475815893007,40.3290490383,878,Madrid,Móstoles
-3.87340304795007,40.3134960084,879,Madrid,Móstoles
-3.87340304795007,40.3134960084,880,Madrid,Móstoles
-3.86413164281007,40.3335921577,881,Madrid,Móstoles
-3.66996678664002,40.1930660845,882,Madrid,Valdemoro
-3.63815533012001,40.9968519625,883,Madrid,Buitrago del Lozoya
-3.86821060899007,40.3090879383,884,Madrid,Móstoles
-3.51857551777,40.9754643159,885,Madrid,Berzosa del Lozoya
-3.61628065200001,40.157361244,886,Madrid,Ciempozuelos
-3.86268057346007,40.3151267946,887,Madrid,Móstoles
-4.00346611932014,40.4094049506999,888,Madrid,Brunete
-3.86637286781007,40.3066160397,889,Madrid,Móstoles
-3.86637286781007,40.3066160397,890,Madrid,Móstoles
-3.86637286781007,40.3066160397,891,Madrid,Móstoles
-3.86637286781007,40.3066160397,892,Madrid,Móstoles
-3.86637286781007,40.3066160397,893,Madrid,Móstoles
-3.78469766988004,40.4099338988,894,Madrid,Pozuelo de Alarcón
-3.73977073495003,40.3185027662,895,Madrid,Getafe
-3.76332016445004,40.3636483028,896,Madrid,Madrid
-3.76685504966004,40.3624856576,897,Madrid,Madrid
-3.86524939165007,40.330422014,898,Madrid,Móstoles
-3.87211104438007,40.3250024594,899,Madrid,Móstoles
-3.86769495662007,40.328238291,900,Madrid,Móstoles
-3.86160127868007,40.3333717886,901,Madrid,Móstoles
-3.86514446690007,40.3324899824,902,Madrid,Móstoles
-3.87044319481007,40.3307185435,903,Madrid,Móstoles
-3.90093560232008,40.4048498698,904,Madrid,Boadilla del Monte
-3.9333157858801,40.3802782492,905,Madrid,Villaviciosa de Odón
-3.86008506307006,40.3181633285,906,Madrid,Móstoles
-3.85149118193006,40.3095121563,907,Madrid,Móstoles
-3.90228301847008,40.3587967,908,Madrid,Villaviciosa de Odón
-3.85002160022006,40.3196113594,909,Madrid,Móstoles
-3.86307118696007,40.3255819283,910,Madrid,Móstoles
-3.84931091428006,40.3190580327,911,Madrid,Móstoles
-3.86115706126007,40.3078072442,912,Madrid,Móstoles
-3.80803937058005,40.2777604956,913,Madrid,Fuenlabrada
-3.80803937058005,40.2777604956,914,Madrid,Fuenlabrada
-3.80803937058005,40.2777604956,915,Madrid,Fuenlabrada
-3.69797376814002,40.4151465637,916,Madrid,Madrid
-3.90099805502008,40.3405619202999,917,Madrid,Móstoles
-3.87133696653007,40.4806137361,918,Madrid,Majadahonda
-3.57013898956001,40.4185239924,919,Madrid,Coslada
-3.87363486487007,40.4748589009,920,Madrid,Majadahonda
-3.87363486487007,40.4748589009,921,Madrid,Majadahonda
